Date, Time, Min (count/min), Max (count/min) 
1/1/19, 2:01 AM,45.4,45.4
1/1/19, 2:08 AM,47.9,47.9
1/1/19, 2:13 AM,48.5,48.5
1/1/19, 2:18 AM,49.2,49.2
1/1/19, 2:23 AM,49.9,49.9
1/1/19, 2:28 AM,50.6,50.6
1/1/19, 2:33 AM,51.5,51.5
1/1/19, 2:38 AM,52.3,52.3
1/1/19, 2:43 AM,52.5,52.5
1/1/19, 2:48 AM,52.2,52.2
1/1/19, 2:53 AM,51.6,51.6
1/1/19, 2:58 AM,51.4,51.4
1/1/19, 3:03 AM,52,52
1/1/19, 3:08 AM,52.9,52.9
1/1/19, 3:13 AM,53.8,53.8
1/1/19, 3:18 AM,54.8,54.8
1/1/19, 3:23 AM,55.4,55.4
1/1/19, 3:28 AM,55.7,55.7
1/1/19, 3:33 AM,55.8,55.8
1/1/19, 3:38 AM,55.2,55.2
1/1/19, 3:43 AM,54,54
1/1/19, 3:48 AM,52.4,52.4
1/1/19, 3:53 AM,52,52
1/1/19, 3:58 AM,52.8,52.8
1/1/19, 4:03 AM,53.6,53.6
1/1/19, 4:08 AM,54.4,54.4
1/1/19, 4:13 AM,55,55
1/1/19, 4:18 AM,55,55
1/1/19, 4:23 AM,54.5,54.5
1/1/19, 4:28 AM,53.2,53.2
1/1/19, 4:33 AM,51.6,51.6
1/1/19, 4:38 AM,51.3,51.3
1/1/19, 4:43 AM,51.8,51.8
1/1/19, 4:48 AM,52.1,52.1
1/1/19, 4:53 AM,52.3,52.3
1/1/19, 4:58 AM,52.7,52.7
1/1/19, 5:03 AM,53.3,53.3
1/1/19, 5:08 AM,53.8,53.8
1/1/19, 5:13 AM,54.1,54.1
1/1/19, 5:18 AM,54.1,54.1
1/1/19, 5:23 AM,54.4,54.4
1/1/19, 5:28 AM,55,55
1/1/19, 5:33 AM,55.3,55.3
1/1/19, 5:38 AM,55.2,55.2
1/1/19, 5:43 AM,55.3,55.3
1/1/19, 5:48 AM,55.7,55.7
1/1/19, 5:53 AM,56.4,56.4
1/1/19, 5:58 AM,57.2,57.2
1/1/19, 6:03 AM,57.9,57.9
1/1/19, 6:08 AM,58.3,58.3
1/1/19, 6:13 AM,58.2,58.2
1/1/19, 6:18 AM,56.8,56.8
1/1/19, 6:23 AM,54.7,54.7
1/1/19, 6:28 AM,52.6,52.6
1/1/19, 6:33 AM,51.4,51.4
1/1/19, 6:38 AM,50.9,50.9
1/1/19, 6:43 AM,51.2,51.2
1/1/19, 6:48 AM,51.6,51.6
1/1/19, 6:53 AM,52.5,52.5
1/1/19, 6:58 AM,53.7,53.7
1/1/19, 7:03 AM,55.2,55.2
1/1/19, 7:08 AM,56.9,56.9
1/1/19, 7:13 AM,58.8,58.8
1/1/19, 7:18 AM,60.4,60.4
1/1/19, 7:23 AM,61.6,61.6
1/1/19, 7:28 AM,62,62
1/1/19, 7:33 AM,62.1,62.1
1/1/19, 7:45 AM,77,77
1/1/19, 7:48 AM,59,59
1/1/19, 7:59 AM,68,68
1/1/19, 8:01 AM,66,66
1/1/19, 8:09 AM,111,111
1/1/19, 8:10 AM,71,71
1/1/19, 8:14 AM,74,74
1/1/19, 8:19 AM,76,76
1/1/19, 8:20 AM,64,64
1/1/19, 8:25 AM,73,73
1/1/19, 8:38 AM,76,76
1/1/19, 8:44 AM,76,76
1/1/19, 8:46 AM,75,75
1/1/19, 8:53 AM,76,76
1/1/19, 8:59 AM,82,82
1/1/19, 9:03 AM,82,82
1/1/19, 9:07 AM,68,68
1/1/19, 9:15 AM,72,72
1/1/19, 9:17 AM,76,76
1/1/19, 9:25 AM,80,80
1/1/19, 9:26 AM,83,83
1/1/19, 9:32 AM,57,57
1/1/19, 9:37 AM,78,78
1/1/19, 9:41 AM,105,105
1/1/19, 9:45 AM,63,63
1/1/19, 9:48 AM,70,70
1/1/19, 9:52 AM,77,77
1/1/19, 10:00 AM,76,76
1/1/19, 10:03 AM,75,75
1/1/19, 10:08 AM,74,74
1/1/19, 10:12 AM,71,71
1/1/19, 10:17 AM,67,67
1/1/19, 10:25 AM,61,61
1/1/19, 10:29 AM,65,65
1/1/19, 10:34 AM,68,68
1/1/19, 10:37 AM,64,64
1/1/19, 10:43 AM,75,75
1/1/19, 10:49 AM,64,64
1/1/19, 10:53 AM,65,65
1/1/19, 10:57 AM,70,70
1/1/19, 11:02 AM,75,75
1/1/19, 11:07 AM,62,62
1/1/19, 11:12 AM,75,75
1/1/19, 11:18 AM,69,69
1/1/19, 11:22 AM,75,75
1/1/19, 11:28 AM,70,70
1/1/19, 11:32 AM,68,68
1/1/19, 11:38 AM,64,64
1/1/19, 11:42 AM,62,62
1/1/19, 11:46 AM,60,60
1/1/19, 11:50 AM,58,58
1/1/19, 11:58 AM,59,59
1/1/19, 12:05 PM,59,59
1/1/19, 12:10 PM,73,73
1/1/19, 12:15 PM,63,63
1/1/19, 12:17 PM,64,64
1/1/19, 12:25 PM,63,63
1/1/19, 12:28 PM,65,65
1/1/19, 12:31 PM,67,67
1/1/19, 12:36 PM,58,58
1/1/19, 12:42 PM,57,57
1/1/19, 12:46 PM,56,56
1/1/19, 12:52 PM,59,59
1/1/19, 1:00 PM,60,60
1/1/19, 1:01 PM,62,62
1/1/19, 1:09 PM,56,56
1/1/19, 1:14 PM,73,73
1/1/19, 1:20 PM,64,64
1/1/19, 1:21 PM,66,66
1/1/19, 1:29 PM,66,66
1/1/19, 1:35 PM,57,57
1/1/19, 1:39 PM,60,60
1/1/19, 1:44 PM,61,61
1/1/19, 1:49 PM,67,67
1/1/19, 1:53 PM,67,67
1/1/19, 2:00 PM,62,62
1/1/19, 2:04 PM,63,63
1/1/19, 2:08 PM,59,59
1/1/19, 2:11 PM,60,60
1/1/19, 2:16 PM,58,58
1/1/19, 2:22 PM,59,59
1/1/19, 2:28 PM,58,58
1/1/19, 2:31 PM,58,58
1/1/19, 2:39 PM,56,56
1/1/19, 2:41 PM,57,57
1/1/19, 2:46 PM,58,58
1/1/19, 2:53 PM,57,57
1/1/19, 2:56 PM,58,58
1/1/19, 3:05 PM,59,59
1/1/19, 3:06 PM,69,69
1/1/19, 3:13 PM,65,65
1/1/19, 3:20 PM,63,63
1/1/19, 3:23 PM,56,56
1/1/19, 3:26 PM,57,57
1/1/19, 3:32 PM,66,66
1/1/19, 3:38 PM,62,62
1/1/19, 3:45 PM,69,69
1/1/19, 3:46 PM,70,70
1/1/19, 3:50 PM,123,123
1/1/19, 3:50 PM,162,162
1/1/19, 3:50 PM,170,170
1/1/19, 3:50 PM,162,162
1/1/19, 3:50 PM,162,162
1/1/19, 3:50 PM,162,162
1/1/19, 3:51 PM,161,161
1/1/19, 3:51 PM,160,160
1/1/19, 4:09 PM,171,171
1/1/19, 4:10 PM,171,171
1/1/19, 4:10 PM,171,171
1/1/19, 4:10 PM,164,164
1/1/19, 4:10 PM,160,160
1/1/19, 4:10 PM,150,150
1/1/19, 4:10 PM,149,149
1/1/19, 4:10 PM,139,139
1/1/19, 4:10 PM,138,138
1/1/19, 4:10 PM,137,137
1/1/19, 4:10 PM,131,131
1/1/19, 4:10 PM,131,131
1/1/19, 4:10 PM,130,130
1/1/19, 4:11 PM,125,125
1/1/19, 4:11 PM,124,124
1/1/19, 4:11 PM,122,122
1/1/19, 4:11 PM,122,122
1/1/19, 4:11 PM,120,120
1/1/19, 4:11 PM,119,119
1/1/19, 4:11 PM,119,119
1/1/19, 4:11 PM,116,116
1/1/19, 4:11 PM,116,116
1/1/19, 4:11 PM,117,117
1/1/19, 4:11 PM,115,115
1/1/19, 4:12 PM,113,113
1/1/19, 4:12 PM,113,113
1/1/19, 4:12 PM,111,111
1/1/19, 4:12 PM,110,110
1/1/19, 4:12 PM,110,110
1/1/19, 4:12 PM,111,111
1/1/19, 4:12 PM,111,111
1/1/19, 4:12 PM,110,110
1/1/19, 4:12 PM,107,107
1/1/19, 4:12 PM,106,106
1/1/19, 4:12 PM,109,109
1/1/19, 4:13 PM,93,93
1/1/19, 4:16 PM,104,104
1/1/19, 4:22 PM,96,96
1/1/19, 4:28 PM,95,95
1/1/19, 5:05 PM,76,76
1/1/19, 5:07 PM,73,73
1/1/19, 5:15 PM,78,78
1/1/19, 5:20 PM,72,72
1/1/19, 5:21 PM,75,75
1/1/19, 5:26 PM,83,83
1/1/19, 5:34 PM,80,80
1/1/19, 5:39 PM,81,81
1/1/19, 5:41 PM,74,74
1/1/19, 5:47 PM,82,82
1/1/19, 5:52 PM,70,70
1/1/19, 5:59 PM,75,75
1/1/19, 6:03 PM,69,69
1/1/19, 6:08 PM,71,71
1/1/19, 6:14 PM,71,71
1/1/19, 6:15 PM,70,70
1/1/19, 6:22 PM,85,85
1/1/19, 6:29 PM,66,66
1/1/19, 6:33 PM,62,62
1/1/19, 6:38 PM,92,92
1/1/19, 6:40 PM,91,91
1/1/19, 6:47 PM,56,56
1/1/19, 6:50 PM,60,60
1/1/19, 6:51 PM,59.3,59.3
1/1/19, 6:56 PM,59,59
1/1/19, 7:01 PM,61,61
1/1/19, 7:08 PM,60,60
1/1/19, 7:13 PM,58,58
1/1/19, 7:19 PM,85,85
1/1/19, 7:22 PM,59,59
1/1/19, 7:29 PM,56,56
1/1/19, 7:35 PM,57,57
1/1/19, 7:36 PM,60,60
1/1/19, 7:41 PM,57,57
1/1/19, 7:59 PM,49,49
1/1/19, 8:04 PM,69,69
1/1/19, 8:08 PM,62,62
1/1/19, 8:14 PM,57,57
1/1/19, 8:16 PM,57,57
1/1/19, 8:25 PM,58,58
1/1/19, 8:28 PM,61,61
1/1/19, 8:34 PM,57,57
1/1/19, 8:35 PM,54,54
1/1/19, 8:44 PM,55,55
1/1/19, 8:48 PM,50,50
1/1/19, 8:54 PM,54,54
1/1/19, 8:56 PM,57,57
1/1/19, 9:01 PM,54,54
1/1/19, 9:09 PM,59,59
1/1/19, 9:12 PM,54,54
1/1/19, 9:19 PM,57,57
1/1/19, 9:24 PM,56,56
1/1/19, 9:26 PM,52,52
1/1/19, 9:35 PM,53,53
1/1/19, 9:39 PM,53,53
1/1/19, 9:43 PM,57,57
1/1/19, 9:46 PM,54,54
1/1/19, 9:52 PM,56,56
1/1/19, 9:56 PM,59.8,59.8
1/1/19, 9:59 PM,55,55
1/1/19, 10:00 PM,57,57
1/1/19, 10:06 PM,59,59
1/1/19, 10:11 PM,64,64
1/1/19, 10:20 PM,51,51
1/1/19, 10:28 PM,52.1,52.1
1/1/19, 10:32 PM,52.7,52.7
1/1/19, 10:36 PM,54.4,54.4
1/1/19, 10:43 PM,57.9,57.9
1/1/19, 10:48 PM,58.1,58.1
1/1/19, 10:53 PM,58.2,58.2
1/1/19, 10:57 PM,57.8,57.8
1/1/19, 11:02 PM,57,57
1/1/19, 11:07 PM,57.1,57.1
1/1/19, 11:12 PM,57.6,57.6
1/1/19, 11:17 PM,58,58
1/1/19, 11:22 PM,59.5,59.5
1/1/19, 11:27 PM,61.2,61.2
1/1/19, 11:32 PM,62.1,62.1
1/1/19, 11:37 PM,61.8,61.8
1/1/19, 11:42 PM,61,61
1/1/19, 11:47 PM,60.1,60.1
1/1/19, 11:52 PM,58.3,58.3
1/1/19, 11:57 PM,56.1,56.1
1/2/19, 12:02 AM,55.1,55.1
1/2/19, 12:07 AM,54.9,54.9
1/2/19, 12:12 AM,54.9,54.9
1/2/19, 12:17 AM,54.6,54.6
1/2/19, 12:22 AM,54.1,54.1
1/2/19, 12:27 AM,53.3,53.3
1/2/19, 12:32 AM,52.6,52.6
1/2/19, 12:37 AM,52.5,52.5
1/2/19, 12:42 AM,52.2,52.2
1/2/19, 12:47 AM,51.6,51.6
1/2/19, 12:51 AM,51,51
1/2/19, 12:56 AM,51,51
1/2/19, 1:01 AM,51.4,51.4
1/2/19, 1:06 AM,51.4,51.4
1/2/19, 1:11 AM,51,51
1/2/19, 1:16 AM,50.7,50.7
1/2/19, 1:21 AM,50.7,50.7
1/2/19, 1:26 AM,50.9,50.9
1/2/19, 1:31 AM,51.2,51.2
1/2/19, 1:36 AM,51.5,51.5
1/2/19, 1:41 AM,51.7,51.7
1/2/19, 1:46 AM,52,52
1/2/19, 1:51 AM,52.1,52.1
1/2/19, 1:56 AM,52,52
1/2/19, 2:01 AM,51.4,51.4
1/2/19, 2:06 AM,50.6,50.6
1/2/19, 2:11 AM,49.6,49.6
1/2/19, 2:16 AM,49.2,49.2
1/2/19, 2:21 AM,49.4,49.4
1/2/19, 2:26 AM,49.7,49.7
1/2/19, 2:31 AM,49.8,49.8
1/2/19, 2:36 AM,49.8,49.8
1/2/19, 2:41 AM,49.7,49.7
1/2/19, 2:45 AM,49.4,49.4
1/2/19, 2:50 AM,49,49
1/2/19, 2:55 AM,49.2,49.2
1/2/19, 3:00 AM,49.8,49.8
1/2/19, 3:05 AM,50.5,50.5
1/2/19, 3:10 AM,50.8,50.8
1/2/19, 3:15 AM,50.8,50.8
1/2/19, 3:20 AM,50.7,50.7
1/2/19, 3:25 AM,50.8,50.8
1/2/19, 3:30 AM,50.8,50.8
1/2/19, 3:35 AM,49.7,49.7
1/2/19, 3:40 AM,48,48
1/2/19, 3:45 AM,47.8,47.8
1/2/19, 3:50 AM,49.8,49.8
1/2/19, 3:55 AM,51.7,51.7
1/2/19, 4:00 AM,52.8,52.8
1/2/19, 4:05 AM,53,53
1/2/19, 4:10 AM,52.4,52.4
1/2/19, 4:15 AM,52,52
1/2/19, 4:20 AM,52.3,52.3
1/2/19, 4:25 AM,51.9,51.9
1/2/19, 4:30 AM,50.3,50.3
1/2/19, 4:35 AM,49.4,49.4
1/2/19, 4:39 AM,49.6,49.6
1/2/19, 4:44 AM,50.1,50.1
1/2/19, 4:49 AM,50.6,50.6
1/2/19, 4:54 AM,50.7,50.7
1/2/19, 4:59 AM,50.5,50.5
1/2/19, 5:04 AM,50.1,50.1
1/2/19, 5:09 AM,49.7,49.7
1/2/19, 5:14 AM,49.5,49.5
1/2/19, 5:19 AM,49.7,49.7
1/2/19, 5:24 AM,49.9,49.9
1/2/19, 5:29 AM,49.7,49.7
1/2/19, 5:34 AM,49.4,49.4
1/2/19, 5:39 AM,49.2,49.2
1/2/19, 5:44 AM,49,49
1/2/19, 5:49 AM,48.9,48.9
1/2/19, 5:54 AM,48.9,48.9
1/2/19, 5:59 AM,49.2,49.2
1/2/19, 6:04 AM,49.6,49.6
1/2/19, 6:09 AM,50.3,50.3
1/2/19, 6:14 AM,51.3,51.3
1/2/19, 6:33 AM,71,71
1/2/19, 6:40 AM,69,69
1/2/19, 6:43 AM,56,56
1/2/19, 6:49 AM,67,67
1/2/19, 6:51 AM,75,75
1/2/19, 6:58 AM,58,58
1/2/19, 7:04 AM,65,65
1/2/19, 7:05 AM,63,63
1/2/19, 7:11 AM,68,68
1/2/19, 7:20 AM,67,67
1/2/19, 7:23 AM,67,67
1/2/19, 7:26 AM,71,71
1/2/19, 7:31 AM,67,67
1/2/19, 7:36 AM,68,68
1/2/19, 7:42 AM,72,72
1/2/19, 7:50 AM,75,75
1/2/19, 7:53 AM,68,68
1/2/19, 7:56 AM,68,68
1/2/19, 8:02 AM,60,60
1/2/19, 8:10 AM,70,70
1/2/19, 8:13 AM,66,66
1/2/19, 8:17 AM,67,67
1/2/19, 8:23 AM,70,70
1/2/19, 8:26 AM,68,68
1/2/19, 8:32 AM,64,64
1/2/19, 8:36 AM,61,61
1/2/19, 8:44 AM,63,63
1/2/19, 8:47 AM,60,60
1/2/19, 8:51 AM,66,66
1/2/19, 8:58 AM,65,65
1/2/19, 9:00 AM,70,70
1/2/19, 9:04 AM,60,60
1/2/19, 9:10 AM,60,60
1/2/19, 9:13 AM,71,71
1/2/19, 9:20 AM,66,66
1/2/19, 9:24 AM,58,58
1/2/19, 9:28 AM,71,71
1/2/19, 9:33 AM,59,59
1/2/19, 9:38 AM,62,62
1/2/19, 9:45 AM,61,61
1/2/19, 10:02 AM,61,61
1/2/19, 10:10 AM,55,55
1/2/19, 10:13 AM,57,57
1/2/19, 10:19 AM,62,62
1/2/19, 10:25 AM,59,59
1/2/19, 10:27 AM,60.2,60.2
1/2/19, 10:29 AM,58,58
1/2/19, 10:34 AM,59,59
1/2/19, 10:35 AM,60,60
1/2/19, 10:42 AM,58,58
1/2/19, 10:46 AM,60,60
1/2/19, 10:53 AM,62,62
1/2/19, 10:59 AM,54,54
1/2/19, 11:04 AM,57,57
1/2/19, 11:06 AM,59,59
1/2/19, 11:15 AM,69,69
1/2/19, 11:19 AM,56,56
1/2/19, 11:22 AM,59,59
1/2/19, 11:28 AM,49,49
1/2/19, 11:32 AM,58,58
1/2/19, 11:38 AM,57,57
1/2/19, 11:41 AM,57,57
1/2/19, 11:46 AM,68,68
1/2/19, 11:55 AM,69,69
1/2/19, 11:57 AM,63,63
1/2/19, 12:03 PM,68,68
1/2/19, 12:09 PM,64,64
1/2/19, 12:14 PM,67,67
1/2/19, 12:16 PM,62,62
1/2/19, 12:22 PM,68,68
1/2/19, 12:28 PM,68,68
1/2/19, 12:32 PM,70,70
1/2/19, 12:35 PM,71,71
1/2/19, 12:51 PM,73,73
1/2/19, 12:57 PM,64,64
1/2/19, 1:03 PM,67,67
1/2/19, 1:08 PM,63,63
1/2/19, 1:12 PM,60,60
1/2/19, 1:16 PM,62,62
1/2/19, 1:23 PM,63,63
1/2/19, 1:29 PM,59,59
1/2/19, 1:33 PM,62,62
1/2/19, 1:38 PM,56,56
1/2/19, 1:44 PM,60,60
1/2/19, 1:49 PM,63,63
1/2/19, 1:50 PM,62,62
1/2/19, 1:58 PM,63,63
1/2/19, 1:59 PM,68,68
1/2/19, 2:05 PM,64,64
1/2/19, 2:07 PM,72,72
1/2/19, 2:12 PM,68,68
1/2/19, 2:18 PM,65,65
1/2/19, 2:25 PM,60,60
1/2/19, 2:26 PM,59,59
1/2/19, 2:33 PM,63,63
1/2/19, 2:39 PM,59,59
1/2/19, 2:45 PM,61,61
1/2/19, 2:48 PM,59,59
1/2/19, 2:53 PM,63,63
1/2/19, 2:56 PM,58,58
1/2/19, 3:04 PM,60,60
1/2/19, 3:07 PM,59,59
1/2/19, 3:13 PM,71,71
1/2/19, 3:20 PM,69,69
1/2/19, 3:25 PM,68,68
1/2/19, 3:28 PM,60,60
1/2/19, 3:32 PM,59,59
1/2/19, 3:37 PM,63,63
1/2/19, 3:42 PM,57,57
1/2/19, 3:49 PM,59,59
1/2/19, 3:53 PM,57,57
1/2/19, 3:59 PM,54,54
1/2/19, 4:03 PM,56,56
1/2/19, 4:05 PM,72,72
1/2/19, 4:11 PM,60,60
1/2/19, 4:17 PM,67,67
1/2/19, 4:22 PM,77,77
1/2/19, 4:27 PM,61,61
1/2/19, 4:33 PM,88,88
1/2/19, 4:36 PM,63,63
1/2/19, 4:40 PM,66,66
1/2/19, 4:46 PM,59,59
1/2/19, 4:52 PM,58,58
1/2/19, 4:57 PM,51,51
1/2/19, 5:05 PM,65,65
1/2/19, 5:06 PM,67,67
1/2/19, 5:12 PM,51,51
1/2/19, 5:20 PM,53,53
1/2/19, 5:23 PM,56,56
1/2/19, 5:30 PM,57,57
1/2/19, 5:35 PM,57,57
1/2/19, 5:40 PM,54,54
1/2/19, 5:42 PM,58,58
1/2/19, 5:48 PM,54,54
1/2/19, 5:52 PM,56,56
1/2/19, 5:57 PM,57,57
1/2/19, 6:00 PM,56,56
1/2/19, 6:07 PM,55,55
1/2/19, 6:11 PM,60,60
1/2/19, 6:19 PM,61,61
1/2/19, 6:24 PM,57,57
1/2/19, 6:29 PM,51,51
1/2/19, 6:32 PM,56,56
1/2/19, 6:39 PM,60,60
1/2/19, 6:42 PM,58,58
1/2/19, 6:49 PM,62,62
1/2/19, 6:54 PM,59,59
1/2/19, 7:00 PM,57,57
1/2/19, 7:04 PM,56,56
1/2/19, 7:07 PM,62,62
1/2/19, 7:11 PM,55,55
1/2/19, 7:17 PM,62,62
1/2/19, 7:21 PM,62,62
1/2/19, 7:26 PM,57,57
1/2/19, 7:34 PM,50,50
1/2/19, 7:40 PM,74,74
1/2/19, 7:45 PM,81,81
1/2/19, 7:49 PM,64,64
1/2/19, 7:55 PM,50,50
1/2/19, 7:56 PM,47,47
1/2/19, 8:05 PM,50,50
1/2/19, 8:10 PM,48,48
1/2/19, 8:13 PM,47,47
1/2/19, 8:17 PM,49,49
1/2/19, 8:24 PM,54,54
1/2/19, 8:26 PM,74,74
1/2/19, 9:52 PM,48.6,48.6
1/2/19, 9:57 PM,47.7,47.7
1/2/19, 10:02 PM,47,47
1/2/19, 10:07 PM,46.5,46.5
1/2/19, 10:12 PM,46.3,46.3
1/2/19, 10:17 PM,46.8,46.8
1/2/19, 10:22 PM,47.7,47.7
1/2/19, 10:27 PM,48.7,48.7
1/2/19, 10:32 PM,49.3,49.3
1/2/19, 10:37 PM,49.8,49.8
1/2/19, 10:42 PM,50.8,50.8
1/2/19, 10:47 PM,51.7,51.7
1/2/19, 10:52 PM,51.8,51.8
1/2/19, 10:57 PM,51.6,51.6
1/2/19, 11:02 PM,51.6,51.6
1/2/19, 11:07 PM,51.6,51.6
1/2/19, 11:12 PM,51.3,51.3
1/2/19, 11:17 PM,50.3,50.3
1/2/19, 11:22 PM,49.9,49.9
1/2/19, 11:27 PM,50,50
1/2/19, 11:32 PM,50.2,50.2
1/2/19, 11:37 PM,50.1,50.1
1/2/19, 11:42 PM,49.8,49.8
1/2/19, 11:47 PM,49.4,49.4
1/2/19, 11:52 PM,48.8,48.8
1/2/19, 11:57 PM,47.6,47.6
1/3/19, 12:02 AM,47.3,47.3
1/3/19, 12:07 AM,48.9,48.9
1/3/19, 12:12 AM,51.1,51.1
1/3/19, 12:17 AM,52.4,52.4
1/3/19, 12:22 AM,52.8,52.8
1/3/19, 12:27 AM,52.4,52.4
1/3/19, 12:32 AM,51.1,51.1
1/3/19, 12:37 AM,50.2,50.2
1/3/19, 12:42 AM,49.9,49.9
1/3/19, 12:47 AM,50,50
1/3/19, 12:52 AM,50.1,50.1
1/3/19, 12:57 AM,50.1,50.1
1/3/19, 1:02 AM,49.7,49.7
1/3/19, 1:07 AM,48.9,48.9
1/3/19, 1:12 AM,48,48
1/3/19, 1:17 AM,47.7,47.7
1/3/19, 1:22 AM,48,48
1/3/19, 1:27 AM,48.7,48.7
1/3/19, 1:32 AM,49.6,49.6
1/3/19, 1:37 AM,50.4,50.4
1/3/19, 1:42 AM,50.8,50.8
1/3/19, 1:47 AM,50.6,50.6
1/3/19, 1:52 AM,49.6,49.6
1/3/19, 1:57 AM,48.9,48.9
1/3/19, 2:02 AM,48.8,48.8
1/3/19, 2:07 AM,49.3,49.3
1/3/19, 2:12 AM,49.9,49.9
1/3/19, 2:17 AM,50.5,50.5
1/3/19, 2:22 AM,50.7,50.7
1/3/19, 2:27 AM,50.5,50.5
1/3/19, 2:32 AM,49.7,49.7
1/3/19, 2:37 AM,48.1,48.1
1/3/19, 2:42 AM,46.4,46.4
1/3/19, 2:47 AM,45.3,45.3
1/3/19, 2:52 AM,45.5,45.5
1/3/19, 2:57 AM,47.3,47.3
1/3/19, 3:02 AM,49.8,49.8
1/3/19, 3:07 AM,51.7,51.7
1/3/19, 3:12 AM,52.8,52.8
1/3/19, 3:17 AM,53,53
1/3/19, 3:22 AM,53,53
1/3/19, 3:27 AM,52.9,52.9
1/3/19, 3:32 AM,52.3,52.3
1/3/19, 3:37 AM,51.3,51.3
1/3/19, 3:42 AM,50.2,50.2
1/3/19, 3:47 AM,49.8,49.8
1/3/19, 3:52 AM,49.8,49.8
1/3/19, 3:57 AM,49.7,49.7
1/3/19, 4:02 AM,49.6,49.6
1/3/19, 4:07 AM,49.2,49.2
1/3/19, 4:12 AM,48.7,48.7
1/3/19, 4:17 AM,47.8,47.8
1/3/19, 4:22 AM,47,47
1/3/19, 4:27 AM,46.3,46.3
1/3/19, 4:46 AM,74,74
1/3/19, 4:50 AM,91,91
1/3/19, 4:53 AM,78,78
1/3/19, 5:00 AM,65,65
1/3/19, 5:05 AM,83,83
1/3/19, 5:07 AM,61,61
1/3/19, 5:14 AM,76,76
1/3/19, 5:16 AM,70,70
1/3/19, 5:22 AM,67,67
1/3/19, 5:30 AM,59,59
1/3/19, 5:32 AM,59,59
1/3/19, 5:36 AM,60,60
1/3/19, 5:42 AM,110,110
1/3/19, 5:45 AM,103,103
1/3/19, 5:47 AM,91,91
1/3/19, 5:51 AM,96,96
1/3/19, 5:56 AM,94,94
1/3/19, 6:00 AM,94,94
1/3/19, 6:03 AM,99,99
1/3/19, 6:11 AM,115,115
1/3/19, 6:17 AM,120,120
1/3/19, 6:21 AM,114,114
1/3/19, 6:25 AM,94,94
1/3/19, 6:27 AM,107,107
1/3/19, 6:30 AM,117,117
1/3/19, 6:37 AM,105,105
1/3/19, 6:40 AM,83,83
1/3/19, 6:45 AM,72,72
1/3/19, 6:49 AM,72,72
1/3/19, 6:51 AM,74,74
1/3/19, 7:00 AM,71,71
1/3/19, 7:04 AM,84,84
1/3/19, 7:04 AM,63,63
1/3/19, 7:09 AM,68,68
1/3/19, 7:14 AM,65,65
1/3/19, 7:20 AM,66,66
1/3/19, 7:21 AM,64.1,64.1
1/3/19, 7:25 AM,65,65
1/3/19, 7:28 AM,66,66
1/3/19, 7:35 AM,66,66
1/3/19, 7:38 AM,65,65
1/3/19, 7:43 AM,62,62
1/3/19, 7:50 AM,64,64
1/3/19, 7:54 AM,67,67
1/3/19, 7:59 AM,63,63
1/3/19, 8:03 AM,61,61
1/3/19, 8:06 AM,67,67
1/3/19, 8:14 AM,68,68
1/3/19, 8:19 AM,57,57
1/3/19, 8:24 AM,55,55
1/3/19, 8:30 AM,55,55
1/3/19, 8:34 AM,58,58
1/3/19, 8:39 AM,59,59
1/3/19, 8:44 AM,65,65
1/3/19, 8:47 AM,69,69
1/3/19, 8:52 AM,71,71
1/3/19, 8:58 AM,75,75
1/3/19, 9:02 AM,72,72
1/3/19, 9:07 AM,63,63
1/3/19, 9:12 AM,82,82
1/3/19, 9:20 AM,68,68
1/3/19, 9:24 AM,110,110
1/3/19, 9:27 AM,69,69
1/3/19, 9:33 AM,56,56
1/3/19, 9:39 AM,60,60
1/3/19, 9:41 AM,58,58
1/3/19, 9:46 AM,59,59
1/3/19, 9:51 AM,61,61
1/3/19, 9:57 AM,61,61
1/3/19, 10:01 AM,60,60
1/3/19, 10:10 AM,61,61
1/3/19, 10:15 AM,55,55
1/3/19, 10:19 AM,60,60
1/3/19, 10:21 AM,62,62
1/3/19, 10:30 AM,65,65
1/3/19, 10:32 AM,63,63
1/3/19, 10:38 AM,65,65
1/3/19, 10:41 AM,69,69
1/3/19, 10:49 AM,65,65
1/3/19, 10:52 AM,69,69
1/3/19, 10:56 AM,66,66
1/3/19, 11:04 AM,68,68
1/3/19, 11:13 AM,64,64
1/3/19, 11:19 AM,66,66
1/3/19, 11:21 AM,61,61
1/3/19, 11:29 AM,65,65
1/3/19, 11:34 AM,66,66
1/3/19, 11:36 AM,65,65
1/3/19, 11:43 AM,62,62
1/3/19, 11:47 AM,60,60
1/3/19, 11:51 AM,66,66
1/3/19, 12:02 PM,60,60
1/3/19, 12:06 PM,71,71
1/3/19, 12:11 PM,63,63
1/3/19, 12:16 PM,60,60
1/3/19, 12:21 PM,60,60
1/3/19, 12:30 PM,70,70
1/3/19, 12:31 PM,71,71
1/3/19, 12:37 PM,67,67
1/3/19, 12:43 PM,71,71
1/3/19, 12:46 PM,68,68
1/3/19, 12:55 PM,74,74
1/3/19, 12:57 PM,73,73
1/3/19, 1:04 PM,71,71
1/3/19, 1:09 PM,72,72
1/3/19, 1:15 PM,68,68
1/3/19, 1:20 PM,69,69
1/3/19, 1:22 PM,64,64
1/3/19, 1:28 PM,69,69
1/3/19, 1:32 PM,74,74
1/3/19, 1:40 PM,67,67
